"物理节点标识","平台","库表","目录描述原意","元数据匹配依据","写入关联任务","读取关联任务","写入关联任务数","读取关联任务数","图内角色","名称规则候选分类","已核代表条目","SQL词法筛查线索","无externalReads的写入关联任务","指标标签名称匹配候选","环境提示","解释状态"
"dataset:fc54668788e5bef83511b90f8e3fe59c2b5042c41e42965750baa8911fe6f5b1","hive","dm_index_n.dm_co_t0_trd_prnt_stmt_perf","T0母单表","PHYSICAL_IDENTITY","205098","148763;197653","1","2","有写入且被继续读取","","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:fee85ab2c397cd0f37cfcb0303667e4ab7cc45f0a4a0ee36c1e7cd2c9726aa02","hive","dm_index_n.index_grp2_std_ast_aft_covt_mth_apd","客户*机构_标准资产_普通账户市值累退折算&产品户比例切分&剔除司法冻结户&员工持股计划及回购客户处理&考核系数折算后_当月日均&每日更新过去6个月数据_无备注信息","PHYSICAL_IDENTITY","148763","148911;149048;149243;158280;159585;159756;160257;160780;161271;161899;165154;175419;175427;176693;191689;192442;193642;193671;193686;193691;193766;193770;193799;193800;193805;193806;196245;196248;196465;197534;197760;199143;199170;201657;202038;209813;209817;218236;218244;228803;230911;232650;232655;232676;232677;234147;234350;236184;237421","1","49","有写入且被继续读取","公共参数、行情与应用支撑","","多来源或计算线索","","indicator:ind2024031274503999","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:704a5c4d8314d326fbb9fc1332f3e27017723699f32cbf4394d5929969a4d669","hive","pdata_nds.ft_sod_counter_party","客户账户信息","PHYSICAL_IDENTITY","148764","148790","1","1","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:b888819bc1599a17ab3dc8a08d5657af6beb257679b18becc421177c42821843","hive","pdata_nds.ft_sod_eq_lend_available","融券券池信息","PHYSICAL_IDENTITY","148765","148801","1","1","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:e1edaf7a25e21024ca3af80a68ca086b60c16940ab8d36110fb4c4ba1b275d08","hive","pdata_nds.ft_sod_eq_lend_record","客户借券记录","PHYSICAL_IDENTITY","148766","148802","1","1","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:1f86131c33e24d03e7d8ea3364e93e935031b968aac3789f74004ac3d7d1b8fd","hive","pdata_nds.ft_sod_eq_recall_record","标的被召回信息","PHYSICAL_IDENTITY","148767","148803","1","1","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:d4c82e57ae0755717beae27f54ea27d26c6c55c2bbdf377da7c536550887dbd7","hive","pdata_nds.ft_sod_instrument","履保方案信息","PHYSICAL_IDENTITY","148768","148854","1","1","有写入且被继续读取","资金、保证金与运营分析","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:c50a80f5fdb2fcdc0bcce3a0b653f1cefa5107897fb4198f5ee336ced3e5ff5b","hive","pdata_nds.ft_sod_margin_plan","履保方案信息","PHYSICAL_IDENTITY","148770","148858","1","1","有写入且被继续读取","资金、保证金与运营分析","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:41a869fefe023ecf7b34b17f84142d7778ffc93203ee7d9182a470e1bc16ac12","hive","dm_otc_test.ft_sod_counter_party","FT_SOD客户账户信息","PHYSICAL_IDENTITY","148790","","1","0","图内未见后续读取","","","未见复杂算子线索","","","名称含测试标记","仅目录与结构候选，未逐分支核对"
"dataset:0d38c0c96add44c16b8e1ce7f78d1f8e0f81c1705b6604703ad82a74044be9e4","mysql","gf_otc.aml_counterparty","受益人表","PHYSICAL_IDENTITY","","148793","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:bbf1ff4ff70ecb35cc0646a691703e036c1ad7dd3f7905f2525d4b6100dba271","hive","odata_n_ois.g_aml_counterparty","交易对手","PHYSICAL_IDENTITY","148793","149557","1","1","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:9ecc22be18e42c56dc2c93b6cd21ec74002381b87e5963563c39fc68aaaf85d5","mysql","gf_otc.aml_beneficiary","交易对手受益人表","PHYSICAL_IDENTITY","","148795","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:77f5255d46fcfe5cc704c49daa7a765b119b329f3bf39419aca369dd3afc6ffa","hive","odata_n_ois.g_aml_beneficiary","受益所有人","PHYSICAL_IDENTITY","148795","149557","1","1","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:0ee5cca42cfda5e7aaa98f6573f8c511d9c2ec257d6cf8d63b5d9b1b64529ee2","mysql","gf_otc.counterparty_benefit_over_list","交易对手单一客户占比超过20%明细","PHYSICAL_IDENTITY","167080","148796","1","1","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:0afdcf76b7b460224f8447a959d5166715052dd6944ed6028edfe83f82d62a14","hive","odata_n_ois.g_counterparty_benefit_over_list","","PHYSICAL_IDENTITY","148796","149555;166540","1","2","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:8006945e1f0c332fdb339300eff6e50b2734ee2546a498ff133173df5a21ce4e","hive","dm_otc_test.ft_sod_eq_lend_available","FT_SOD融券券池信息","PHYSICAL_IDENTITY","148801","","1","0","图内未见后续读取","","","未见复杂算子线索","","","名称含测试标记","仅目录与结构候选，未逐分支核对"
"dataset:ccb52bf733883e1f329c289e0f957f2db18fcf21dec4771e2edf20152258668a","hive","dm_otc_test.ft_sod_eq_lend_record","FT_SOD客户借券记录","PHYSICAL_IDENTITY","148802","","1","0","图内未见后续读取","","","未见复杂算子线索","","","名称含测试标记","仅目录与结构候选，未逐分支核对"
"dataset:b6c8d0f4611db00722e9b1f03dcbf195c46aa7dc8ceff2fed0a9f67c32f2ae0f","hive","dm_otc_test.ft_sod_eq_recall_record","FT_SOD标的被召回信息","PHYSICAL_IDENTITY","148803","","1","0","图内未见后续读取","","","未见复杂算子线索","","","名称含测试标记","仅目录与结构候选，未逐分支核对"
"dataset:a6404061d00debfedf3e3cfade5d28e182c3551f5044ba870bf9c659a19c021f","hive","dm_index_n.index_grp1_stdast_covtfrnt_astpkgrela_mthapd","员工_标准资产_折算前&资产包关系_当月日均&每日更新过去6个月数据_无备注信息","PHYSICAL_IDENTITY","148806","149236;152234;152613;170725;170941","1","5","有写入且被继续读取","","","多来源或计算线索","","indicator:ind2024031254506242","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:d18a9a86701101d5d77f9fc3af97767e48f27e3e206226df860a3a16711685b6","hive","dm_otc_test.ft_sod_instrument","FT_SOD标的信息","PHYSICAL_IDENTITY","148854","","1","0","图内未见后续读取","","","未见复杂算子线索","","","名称含测试标记","仅目录与结构候选，未逐分支核对"
"dataset:9f7d6d4d9fa8ef02aac80e3b69980a890ff60377b1e1a08074c432c84dadd81c","hive","dm_otc_test.ft_sod_margin_plan","FT_SOD履保方案信息","PHYSICAL_IDENTITY","148858","","1","0","图内未见后续读取","资金、保证金与运营分析","","未见复杂算子线索","","","名称含测试标记","仅目录与结构候选，未逐分支核对"
"dataset:f1183ea3cbf0f5cd5271c3adfe91c26750f2c68f151bdac85b9d230c6847f3ff","hive","dm_index_n.index_grp1_org_std_ast_bef_covt_mth_apd","机构_标准资产_折算前_当月日均&每日更新过去6个月数据_无备注信息","PHYSICAL_IDENTITY","148906","149001;231804","1","2","有写入且被继续读取","","","多来源或计算线索","","indicator:ind2024031394637086","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:a01dbbb62064a7274ab23e0408fb0220b8b60fe3b339eb9065e1ab64d2ae5dfd","hive","dm_index_n.index_grp1_org_std_ast_aft_covt_mth_apd","机构_标准资产_折算后_当月日均&每日更新过去6个月数据_无备注信息","PHYSICAL_IDENTITY","148911","149001;231804","1","2","有写入且被继续读取","","","多来源或计算线索","","indicator:ind2024031346340750","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:8c8a10e4727616627f34529baa3a793d6d83837c1a3cbacc1f35f6edd307b25c","hive","dm_om_n.wt_org_mth_apd_ast_covt_tbl","营业部月日均资产折标表","PHYSICAL_IDENTITY","149001","151193","1","1","有写入且被继续读取","","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:73bd93e55d35a8c1b6b33b19d2ee2477bff9f3bf87ed5a756c263586c7cb6d00","hive","dm_index_n.index_grp2_std_ast_aft_covt_year_apd","客户*机构_标准资产_普通账户市值累退折算&产品户比例切分&剔除司法冻结户&员工持股计划及回购客户处理&考核系数折算后_当年日均&每日重刷当月数据_无备注信息","PHYSICAL_IDENTITY","149048","149092;175419;175427;176693;177395;177407;177677;177681;187699;187725;187911;187976;192442;197534;197760;197997;201626;201695;209813;209817;218029;218037;228803;232164","1","24","有写入且被继续读取","公共参数、行情与应用支撑","","多来源或计算线索","","indicator:ind2024031332259890","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:9005f66da3a3b019e023cf016ea929dfdf8f784438b1a6f74712c0463b9612cd","hive","pdata_nds.s_cx_custody_rel","ECRM引入人信息表","PHYSICAL_IDENTITY","","149053;149054","0","2","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:d1b2a8226617870031d1200e6162c69b080f909d1ef11b0d50342b0b6f1e018d","hive","pdata_n.t03_prd_cstd_unit_adtnl_info","产品中心托管单元附加信息","PHYSICAL_IDENTITY","","149053;149054","0","2","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:cc3d956aa87bcdbaa9e7f970936b08da815474562cf725ae54894e2c5f27d2ef","hive","dm_index_n.index_grp1_cstdprd_avgast_aum_mon","资产托管产品_日均净资产_AUM考核_当月日均","PHYSICAL_IDENTITY","","149053","0","1","仅见读取","","","","","indicator:ind2024031313987828","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:ebfd0f52b4c68bf9628b81ae0cc30dbf6ef97ed9ed4adf909ae4d4118be2dc2f","hive","pdata_n.t04_inr_org_div_rati_h","内部机构分成比例历史","PHYSICAL_IDENTITY","","149053;149054","0","2","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:070851cb89a56d0542002964bacfeb995e300830817e420993e1d5ce964861ce","hive","dm_index_n.index_grp1_cstdprd_avgast_aum_year","资产托管产品_日均净资产_AUM考核_当年日均","PHYSICAL_IDENTITY","","149054;158207","0","2","仅见读取","","","","","indicator:ind2024031345858440","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:6a3b257b079c6a0ac3f063f9420690a06897a15593ce9fee31e9af2eae13280b","hive","dm_index_n.index_grp1_org_std_ast_bef_covt_year_apd","机构_标准资产_折算前_当年日均&每日重刷当月数据_无备注信息","PHYSICAL_IDENTITY","149087","149841;231821","1","2","有写入且被继续读取","","","多来源或计算线索","","indicator:ind2024031413428234","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:476f769d0596a93cbd0929d83ba50e81aff51d445dcb1f804d682deee38ac572","hive","dm_index_n.index_grp1_org_std_ast_aft_covt_year_apd","机构_标准资产_折算后_当年日均&每日重刷当月数据_无备注信息","PHYSICAL_IDENTITY","149092","149841;152592;202279;231821","1","4","有写入且被继续读取","","","多来源或计算线索","","indicator:ind2024031453241194","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:555b4ffd252e0d6699dbc1f7747e37ef7c18044fdf311c3f8fb176b5ee540178","hive","dm_index_n.index_grp1_stdast_covtfrnt_astpkgrela_yearapd","员工_标准资产_折算前&资产包关系_当年日均&每日重刷当月数据_无备注信息","PHYSICAL_IDENTITY","149236","152257;152592","1","2","有写入且被继续读取","","","多来源或计算线索","","indicator:ind2024031372484807","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:e59cd389d3854911bb9763b6463e9cb2b06de03fbb46a9636cb8c6819d1f9081","hive","dm_index_n.index_grp1_stdast_covtpst_astpkgrela_mthapd","员工_标准资产_折算后&资产包关系_当月日均&每日更新过去6个月数据_无备注信息","PHYSICAL_IDENTITY","149243","149951;152234;152613","1","3","有写入且被继续读取","","","多来源或计算线索","","indicator:ind2024031573403870","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:8cf91b93c7430490ba52621649ae3505f1ccf6129be998dce183635685ad26bd","hive","pdata_n.t01_pty_owsr_over_prop_bene_info","当事人持股超比例受益人信息","PHYSICAL_IDENTITY","149555","208230","1","1","有写入且被继续读取","","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:2efb0bbaa5c72d4b555a4aaeaa5e220f90f048341a6c4ac1dee08ddcdf233dd0","hive","pdata_n.t01_bene_owner_dd_info","受益所有人尽调信息","PHYSICAL_IDENTITY","149557","177390;178833;208230;219085","1","4","有写入且被继续读取","","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:7dd9206081ea7c3811c2e5b4b7115ad7cfa6bc0d3d96ecc895679dbaf9061ac2","hive","dm_rsk_n.v_trs_nav_acc_for_risk","场外合约集中度信息","PHYSICAL_IDENTITY","149570","","1","0","图内未见后续读取","持仓、风险与盈亏分析","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:cd2a83145196c37c3d55bcb0d98da45a7b9e67e434b3efe8728916fdb2b005fb","oracle","titans_dm.ref_ctpty_auth_busi","","PHYSICAL_IDENTITY","","149655","0","1","仅见读取","公共参数、行情与应用支撑","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:2551edba45783a7eeb41bac634ee31fac143ab063789aa9f5f746bdea8bff81b","hive","odata_n_tit.d_ref_ctpty_auth_busi","【AI】交易参数-OTC交易对手授权业务类型","PHYSICAL_IDENTITY","149655","149961;173975","1","2","有写入且被继续读取","公共参数、行情与应用支撑","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:997a61849d5b67526d8047e072b6c4e7295dc954779945e5797f80bd413b66db","hive","odata_n_tit.d_ref_otc_option_deal_pb","场外交易-期权交易合同要素表","PHYSICAL_IDENTITY","149698;149699;198732","209862","3","1","有写入且被继续读取","公共参数、行情与应用支撑","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:ddf5e6ed11c330b2dfe91d68307a6ed1a1762171200f1b0d4e3a4117d405366f","oracle","wind.liborprices","","PHYSICAL_IDENTITY","","149769","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:5ed920e9a0c460259933788aff88354dd87e8375c3b04811bab280394ee57ef8","hive","odata_n_uip.w_liborprices","","PHYSICAL_IDENTITY","149769","150805","1","1","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:ebb1813e3e95ac55a2e96321a29c0673bfefe74a965b1ef43a2b9e658520b631","hive","dm_otc_n.opt_comp_obsv_info","期权合约观察信息","PHYSICAL_IDENTITY","149779","218667","1","1","有写入且被继续读取","","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:fde6d47a8f0a422d9e1ac1f440b4521d97af7ae37063c03d709c7708d9f8633f","hive","pdata_pcav_n.mid_sta_acs_client_fund_total","汇总客户存管资金表","PHYSICAL_IDENTITY","","149814","0","1","仅见读取","资金、保证金与运营分析","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:89991e844df5d9ac025e8cb762e4d7518c78338f365a7ab783e3c86b9f295094","hive","dm_index_n.hold_def_cash","持仓定义表-分业务-每日对照字典表","PHYSICAL_IDENTITY","","149814;152824","0","2","仅见读取","持仓、风险与盈亏分析;公共参数、行情与应用支撑","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:659b79d23a1686fcc4347a67ce88d21ee935a06af42938829865ceb71d4d4ac9","hive","settle_cfg_gf.gf_contract_info","","NONE","","149825","0","1","仅见读取","资金、保证金与运营分析","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:def2f443349930e5c3cfea2fc11f1e98e8b6cc345a2b172e2c7141cfedc85e81","hive","odata_n_lss.s_gf_contract_info","合约表","PHYSICAL_IDENTITY","149825","151338;151342;182491;217951","1","4","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:a20c6cd5a4795749cf5b0e7b01ca893388b78a149efd9d86105ea905c5358e18","hive","dm_om_n.wt_org_year_apd_ast_covt_tbl_mth","营业部年日均资产折标表","PHYSICAL_IDENTITY","149841","151197","1","1","有写入且被继续读取","","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:1f191c781c6b03b8cdcc051e6457602be8f460de43c81a9b2c322475f8601066","hive","pdata_nds.pos_eod_position_view","","PHYSICAL_IDENTITY","150384","149902;176827","1","2","有写入且被继续读取","持仓、风险与盈亏分析","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:175e214d694a716a9caea2099610d0a40ccfb4c3172a287d30872ee591ed5e03","hive","dm_otc_n.opt_comp_eod_m2m_info","期权合约日终盯市信息","PHYSICAL_IDENTITY","149902","","1","0","图内未见后续读取","持仓、风险与盈亏分析","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:1ad802e80e15af519efe34b02c9f105e32f3aa1300d66cc6eee175ba51626687","hive","pdata_news_n.t02_fin_prd_acct_join_info","基金产品账户关联信息","PHYSICAL_IDENTITY","","149908","0","1","仅见读取","财务核算与对账","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:16633974097874a78612d3726cb1b5818178df813b4978ebeb3bd6c5e2def393","hive","dm_index_n.grp_tag_client_is_serv_cstd_cust","组合标签_零售客户是否服务托管机构","PHYSICAL_IDENTITY","149908","150023","1","1","有写入且被继续读取","","","多来源或计算线索","","tag:tagdim100048","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:c4bd8f937a1b6b1b8aa5a87a483662518693e34ca26695c4f2d3d52c3ef0b044","hive","pdata_n.t99_src_sys_feat_code_info","源系统特征码信息","PHYSICAL_IDENTITY","","149916;149929","0","2","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:38dd1a1759767ba7ec95608637f75af7ef935e184c56db073d257c746996b8fc","hive","dm_index_n.grp_tag_client_is_brok_sett_cust","组合标签_是否券结客户","PHYSICAL_IDENTITY","149916","150023","1","1","有写入且被继续读取","","","多来源或计算线索","","tag:tagdim100047","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:2c8b9b3a783e54b723ba9b8fb8d8c271839d68ea9199d669a8131b10e22d61cc","hive","dm_index_n.grp_tag_client_is_custd_org_cust","组合标签_是否客户定制系统机构客户","PHYSICAL_IDENTITY","149929","150023","1","1","有写入且被继续读取","","","多来源或计算线索","","tag:tagdim100046","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:040153aed09409692a49ff77fafcfe688ef19973967d56853d0b7a061da89d17","hive","dm_index_n.grp_tag_client_is_bank_prd_cust","组合标签_是否银行机构产品客户","PHYSICAL_IDENTITY","149932","150023","1","1","有写入且被继续读取","","","多来源或计算线索","","tag:tagdim100045","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:ce34aac407c6abea993fbfce43c618ac426d53bb80fcdd69c836395b68e8c69b","hive","dm_index_n.grp_tag_client_is_pvt_org_prd_cust","组合标签_是否私募机构产品客户","PHYSICAL_IDENTITY","149946","150023","1","1","有写入且被继续读取","","","多来源或计算线索","","tag:tagdim100044","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:726d7e7c17fe3e4956a45b2b7c8dade1681de33b431f5f22ec4560c92dc81519","hive","dm_index_n.grp_tag_client_is_tyt_cust","组合标签_是否投易通客户","PHYSICAL_IDENTITY","149948","150023","1","1","有写入且被继续读取","","","多来源或计算线索","","tag:tagdim100049","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
