"任务","名称","范围角色","候选加工群","实际读取物理对象","写入关联物理对象","读取对象数","写入对象数","SQL筛查","投影哈希","说明"
"61577","pdata_news_n.t02_scr_base_info_PRD","第一模块文档命中（仅折叠生产侧候选）","未聚组","dataset:ffc020bd561430a094057f0b8b7943f0334a9f607d58bdb4140bb88bcb6de530","dataset:d1d317cd9977de850494e7de333613711dc9d5f0343bcf41f687737495ed186c","1","1","多来源或计算线索","09b3a31f24fd7ccd721a613ff9f8c2381dfcc92e3d2cb924c64a48ed759019cb","读写为任务级观察；不将全部输入输出两两解释为因果"
"61580","PDATA_N.T04_JOB_INFO_PAS021","中间加工待识别","未聚组","dataset:ac92afa3a3b909dec729ea7c8058d0891c7c5779162a0e5374ea84d1445d9260;dataset:71971a99b87b0481d0a8790abc33720ffa263533e9b532f22e3efb5b53846140","dataset:7a13e9da4490f94acddc8fff7d292bf4649fae502361cc96e3a23d1621855ec7","2","1","多来源或计算线索","a1788cce2497e4eefeea5f75fcb84b88c24cbaefeddab5913156f27dd2783510","读写为任务级观察；不将全部输入输出两两解释为因果"
"61584","PDATA_N.T04_POS_INFO_H_PAS018","中间加工待识别","未聚组","dataset:d2c8428e2d346a2570eb33e8ffc2e204eb7038ad178dfab44ef673a6fdd3f64c;dataset:f1d8d9e34c86d604e5a176b300b3ee6613446ec65ddfddf60f0a0d128ee0d25a;dataset:8c0592a1b30a84b640548bd540d7b2691afbfc09b00c527169e793be68bd875f;dataset:ac92afa3a3b909dec729ea7c8058d0891c7c5779162a0e5374ea84d1445d9260","dataset:166c2646e28d6e7cc1549c0ff309679c6933cf5a99e1a7d77bcfb663c4c4f5b7","4","1","多来源或计算线索","5f85c5316ebd8f3c06d97e40bf53ab1c093757198408c2c7f10af9ca4aaec3ed","读写为任务级观察；不将全部输入输出两两解释为因果"
"61593","PDATA_N.T98_ORG_BRCH_DIV_INFO","中间加工待识别","未聚组","dataset:76bcc71e2293601d21b5e64bd773b5966b48ef0db41e4adcbee50962f04be725;dataset:d4e6292482cfcdf197a51da17a4ed01b6a65cca9711f5c3a31e8a5d979962a69;dataset:3d4ee17862e810dfb0095d72a52762bf02f510762ab1e9467ae481bc89fa2eff;dataset:7de755917626ef968bde08b922d23fa5b254ec7b05e55935647335b08059c6ae;dataset:41c79fc4d5f07e133e0cf614fabc864f4c5f7426d422ca1b3720572872dec951;dataset:4f8f33c836066703c0db193405ded2a4abab9a84f921ececd2f045158772de0b","dataset:87bb0c983bbd36efbb7599b806d1e6cf6427317bbf474cd3a1ae3e191638d224","6","1","多来源或计算线索","52126d795cd1f42cce9ace4f944cf1950c259ea307dafd8a9f3620f57aa69aa5","读写为任务级观察；不将全部输入输出两两解释为因果"
"61601","PDATA_N.T01_PTY_RCC002","第一模块文档命中（仅折叠生产侧候选）","未聚组","dataset:ccaaf92e6faf8f6e82209720115a095833858410e7d11371f96cc4a2bffa0188;dataset:71971a99b87b0481d0a8790abc33720ffa263533e9b532f22e3efb5b53846140;dataset:e1eaae56e560b2ba53a81136aca353135888bafd0a81ada1e5b12fe47333545f","dataset:5ae63b1571562da6b312951da1502799db1864df676a7975d1bba3482b707f6a","3","1","多来源或计算线索","b9c00c2d8151e4342b546f69ee77b279b275cf10d5f1597f7ff8970a191b1ce9","读写为任务级观察；不将全部输入输出两两解释为因果"
"61604","PDATA_N.T09_SUBJ_COMB_ERP033","中间加工待识别","未聚组","dataset:22e7423a1344db6eac358595af94f232cabb4d195f4b5c50adb93acb95e0679d","dataset:3c1214cd782adc5fb7bd345fbbb4f1832166cd43bd4fef8273e96bbbf428ef37","1","1","多来源或计算线索","1e50e162fddac63e0faa92019704586d5d6f1c13af61d44893c6dbfa5de2b264","读写为任务级观察；不将全部输入输出两两解释为因果"
"61606","PDATA_N.T04_INR_ORG_RELA_H_ERP011","第一模块文档命中（仅折叠生产侧候选）","未聚组","dataset:dc5e83c54aa01ab85d35934a0dd8c7b3213d43f3a506f151142416e088fcc972","dataset:76bcc71e2293601d21b5e64bd773b5966b48ef0db41e4adcbee50962f04be725","1","1","多来源或计算线索","513101c781133126cb4caa61e8b5efc07cebe07a054c210c77c4364ce30325fb","读写为任务级观察；不将全部输入输出两两解释为因果"
"61607","PDATA_N.T04_INR_ORG_RELA_H_RCC001","第一模块文档命中（仅折叠生产侧候选）","未聚组","dataset:50cdecf446b4719ffd135b5aea1f18138d17bea62a94c41a5c87bf3397236839","dataset:76bcc71e2293601d21b5e64bd773b5966b48ef0db41e4adcbee50962f04be725","1","1","多来源或计算线索","06f007f86387010e776f1c5b9cef88fd9f0f1a8d7bef680c31d859c99e6047df","读写为任务级观察；不将全部输入输出两两解释为因果"
"61608","PDATA_N.T04_INR_ORG_RELA_H_IOA006","第一模块文档命中（仅折叠生产侧候选）","未聚组","dataset:f41a09dfc419c33b848033a50eaa263d3e2bd10d2fc632bc669620484fbee9a2;dataset:91f0d85d3ceb53c2e3631803fd73753a63054ecd7868d8f7f40e58b117841191;dataset:55810010a5ece9ba715a537784f914d795947af02f767c6e7d034ce3cdf0122c","dataset:76bcc71e2293601d21b5e64bd773b5966b48ef0db41e4adcbee50962f04be725","3","1","多来源或计算线索","efdfa3a3269ce86b3216b5a094790930f734935c3a0943fd872a5095f121ef81","读写为任务级观察；不将全部输入输出两两解释为因果"
"61609","PDATA_N.T04_INR_ORG_RELA_H_PAS014","第一模块文档命中（仅折叠生产侧候选）","未聚组","dataset:efa2154cd5ce12a878dc38fd0b6afadd1c9f265354d6cd0d18e1b11c09013b2a;dataset:8c0592a1b30a84b640548bd540d7b2691afbfc09b00c527169e793be68bd875f","dataset:76bcc71e2293601d21b5e64bd773b5966b48ef0db41e4adcbee50962f04be725","2","1","多来源或计算线索","99cfbdb59ab7e7acd90b5a8aba37db76210efa1f26b20d9dafeab4cc0d7792b2","读写为任务级观察；不将全部输入输出两两解释为因果"
"61610","PDATA_N.T04_INR_ORG_RELA_H_LPS004","第一模块文档命中（仅折叠生产侧候选）","未聚组","dataset:7b390744a9a3914b5af8715d916253b558390267534f88b1bfcb40cd39fcf0c1","dataset:76bcc71e2293601d21b5e64bd773b5966b48ef0db41e4adcbee50962f04be725","1","1","多来源或计算线索","d8ac7703073aae736d021148f223fc489081b80307d03e55bcfa34994b69e7dc","读写为任务级观察；不将全部输入输出两两解释为因果"
"61612","PDATA_N.T04_USER_EMP_RELA_H_IOA004","中间加工待识别","未聚组","dataset:ffae0c8b94bcfecebb6a375f9fcc50f5edc0706472bba5e3dbc8978df0742198;dataset:2ae56f7acac054a386a803d126462d42b755417f8ff7e15bc339095b83340dac;dataset:3f2cdeaec208cd8e2d9c5615365e847c05629a5956d552267ca0edd4648dc2ac;dataset:91704536ccb461377de63fab3b60ecd7f3037d85ddc342424fdbd79ff1597132","dataset:bbb7a4d4171e4a0fcbbbd5b332adaf6d2bf81a98eea572781976a99c551334df","4","1","多来源或计算线索","affd50f301ffa0d2742555dbe3894d9155ba2ce8c301b4cca5531d4b95f94612","读写为任务级观察；不将全部输入输出两两解释为因果"
"61615","PDATA_N.T04_EMP_ADDR_H_PPM001","中间加工待识别","未聚组","dataset:dcf12d76a86f0b245eb578699c632dd94469bcd10e215cfb6e1973227b68cf99;dataset:160348f44d2c298e1e0897c6c09506b07df460db2ff7642dbcb1159fb220ab22","dataset:ba72dc14a5c9f3576838ad3d05ea5c1d06cdc9240b32b1bf9c0ab5fb00c9c2f2","2","1","多来源或计算线索","9cbcc2d21af1b266f356a273f23dd325efed3445054554d532f7c91f970697e8","读写为任务级观察；不将全部输入输出两两解释为因果"
"61622","PDATA_N.T04_INR_ORG_CONT_INFO_H_RCC001","中间加工待识别","未聚组","dataset:50cdecf446b4719ffd135b5aea1f18138d17bea62a94c41a5c87bf3397236839","dataset:50c99fed63c151d64f483c36e51661697d46aec084e3010cd595726316594ad5","1","1","多来源或计算线索","808aa1260319cbc2e72325e459c168f8f9365f0e82a75c55092c0c33531ea60c","读写为任务级观察；不将全部输入输出两两解释为因果"
"61623","PDATA_N.T04_INR_ORG_NAME_H_RCC001","第一模块文档命中（仅折叠生产侧候选）","未聚组","dataset:50cdecf446b4719ffd135b5aea1f18138d17bea62a94c41a5c87bf3397236839;dataset:7d0e8ed157a29e2b3a8a809bd1389092c4899d4dfc9b461aedf7781c09a07eba","dataset:c63a1d4ba2d991eee977b9ebcc200de429636d291ba9218448851250889ddd22","2","1","多来源或计算线索","1e14f6a5d2dfbcb62c78337daf8c52c4f4de47c4612c878044241f7a6e33f88b","读写为任务级观察；不将全部输入输出两两解释为因果"
"61624","PDATA_N.T04_INR_ORG_STAT_H_LPS001","中间加工待识别","未聚组","dataset:45fda0f370d885a8a4e905576483b0fd82ecafc580aad4e746900c6023253104","dataset:3d4ee17862e810dfb0095d72a52762bf02f510762ab1e9467ae481bc89fa2eff","1","1","多来源或计算线索","b57b15bc92ee5d49d3de4e82fdeb1575bc37d8b6ec4eb37e8b27465f02c0670e","读写为任务级观察；不将全部输入输出两两解释为因果"
"61629","PDATA_N.T04_EMP_RELA_H_PAS040","中间加工待识别","K005","dataset:6235c04014ca24ee658a6b5e3cf71a79b4a11c8894780d85c905a2c3396b38fc;dataset:e1dafc76f9e26b9688cc8edda802df7f93a561c67d28154d661d4bd0a879a0f4;dataset:eafa58d3a685e8b428cf9dc34fb7da5d92f51b586b50b2790b70b4fee35fdefb;dataset:bd08e56b40d4078926545fa32c45ffbc203e18f957c9d9bb0564e2af3e343475;dataset:89dc9a9c1f4a0159fde3bf76fa94b0b13d762d7444a3440824358077f0bbb926;dataset:ac92afa3a3b909dec729ea7c8058d0891c7c5779162a0e5374ea84d1445d9260;dataset:ecbe9e83b04b6847a48bcaad8458abab89bbb8a7384fb1f39fc72864f207cefb","dataset:0e1a6804456b166dceb44b0d379cfe77757640342a3cef96fcd26606672a9c66","7","1","多来源或计算线索","367c73f811da7bd6eac2aa30f9aaf524e3af4985d19c63ba42901902494532b5","读写为任务级观察；不将全部输入输出两两解释为因果"
"61631","PDATA_N.T04_USER_STAT_H_IOA004","中间加工待识别","未聚组","dataset:ffae0c8b94bcfecebb6a375f9fcc50f5edc0706472bba5e3dbc8978df0742198","dataset:97a4c9346a62b7daf9886a804f9418121ee0e3802663d11cd36559010e407e11","1","1","多来源或计算线索","3ef24334997f9c24e1c1dc9029d8545ab8ea5cbc9372d561c0cc63cda2780e93","读写为任务级观察；不将全部输入输出两两解释为因果"
"61638","PDATA_N.T04_INR_ORG_ERP038","第一模块文档命中（仅折叠生产侧候选）","未聚组","dataset:f91ab699fe781aec13cb8f8286c3f1f8788a911379983fb1fea0e02e93eedeff;dataset:ad4046222cb28d9c2b8c054ee4e7d8d6eced115e8d913ba3c9437ae41e9a0fc3;dataset:ba28142dcb93378017c95453f9f190b839deae1a69e4f7f9cb03ce2e59d9272b","dataset:d4e6292482cfcdf197a51da17a4ed01b6a65cca9711f5c3a31e8a5d979962a69","3","1","多来源或计算线索","996bd795419d9734b57fe8a3a0af6a7dc8335a5f863f3270cddc232d0226bd99","读写为任务级观察；不将全部输入输出两两解释为因果"
"61639","PDATA_N.T04_EMP_GRP_RMS004","中间加工待识别","未聚组","dataset:a2b61b30a5063c2bbb8022a45ade9005d1b172dc53081bba144d07a50109eb57","dataset:2e5721c8ac7e66b4ea035520cec268e0415a9a778c20fc730cd36d7ecd3e52fc","1","1","多来源或计算线索","913dfa1122545342c39cff893b88bc244adf3a12d5d32c2c9fd4291bbba43068","读写为任务级观察；不将全部输入输出两两解释为因果"
"61641","PDATA_N.T04_INR_ORG_PHYS_ADDR_H_CRM051","中间加工待识别","未聚组","dataset:efa2154cd5ce12a878dc38fd0b6afadd1c9f265354d6cd0d18e1b11c09013b2a;dataset:8c0592a1b30a84b640548bd540d7b2691afbfc09b00c527169e793be68bd875f;dataset:71971a99b87b0481d0a8790abc33720ffa263533e9b532f22e3efb5b53846140;dataset:bd34564cfcf5f5e47083bf373ecdacea1f5ebb3c8c0349e7f4b2887017685797;dataset:4f8f33c836066703c0db193405ded2a4abab9a84f921ececd2f045158772de0b","dataset:7de755917626ef968bde08b922d23fa5b254ec7b05e55935647335b08059c6ae","5","1","多来源或计算线索","452b6354bbdd4942aede044333a4cfb98781b36fbd07329f27a14188979f0bf5","读写为任务级观察；不将全部输入输出两两解释为因果"
"61642","PDATA_N.T04_EMP_NAME_H_PPM001","中间加工待识别","未聚组","dataset:dcf12d76a86f0b245eb578699c632dd94469bcd10e215cfb6e1973227b68cf99;dataset:4f5333684ad20a4b90a96272181b11cf50e7e4afdcfdcaa4032403e465060fcb","dataset:9e16ed90283c2b6ad87043a10268eff77b95356580e88c317db95a2a99551fd6","2","1","多来源或计算线索","cccf373655776968df34b96b2d04b90035ed0b26795ad86de2984531083bdbe4","读写为任务级观察；不将全部输入输出两两解释为因果"
"61644","PDATA_N.T09_SUBJ_BAL_S_ERP032","中间加工待识别","未聚组","dataset:d23111438241cd8bf73b7e35164083fb383bc6bc0e4613c54cdc9d7f6079dfb6","dataset:855c44b3abfaed9f96beef13c06bd5cd2652da2bb02de419f4d430d83c389070","1","1","未见复杂算子线索","a6b50d3e8e559293dbb677c31c79540cacbcf7103a4e38aff828627258e11e58","读写为任务级观察；不将全部输入输出两两解释为因果"
"61645","PDATA_N.T04_EMP","中间加工待识别","K005","dataset:dcf12d76a86f0b245eb578699c632dd94469bcd10e215cfb6e1973227b68cf99;dataset:71971a99b87b0481d0a8790abc33720ffa263533e9b532f22e3efb5b53846140;dataset:e1dafc76f9e26b9688cc8edda802df7f93a561c67d28154d661d4bd0a879a0f4;dataset:efa2154cd5ce12a878dc38fd0b6afadd1c9f265354d6cd0d18e1b11c09013b2a;dataset:8c0592a1b30a84b640548bd540d7b2691afbfc09b00c527169e793be68bd875f;dataset:c79ade2c36d1224e9276db7a92f0eb5c476a553b6fb66ba0d858b38d5bfd1c9c;dataset:bd08e56b40d4078926545fa32c45ffbc203e18f957c9d9bb0564e2af3e343475;dataset:89dc9a9c1f4a0159fde3bf76fa94b0b13d762d7444a3440824358077f0bbb926;dataset:77d0e8c5015851b10d98d6f3d4894c971cd35d4290f3b3bb2071ca5090335dfe;dataset:eafa58d3a685e8b428cf9dc34fb7da5d92f51b586b50b2790b70b4fee35fdefb;dataset:1dafa3696b2c51f678dee80a3f470ee20f8f6be127d0ea359104da6424d1e799;dataset:ac92afa3a3b909dec729ea7c8058d0891c7c5779162a0e5374ea84d1445d9260;dataset:ecbe9e83b04b6847a48bcaad8458abab89bbb8a7384fb1f39fc72864f207cefb;dataset:4d5cb2ecd7735c5dcf9d2b0896e515c46ea4c16f8e5fba8b85b79bbd72fd7be0;dataset:d2c8428e2d346a2570eb33e8ffc2e204eb7038ad178dfab44ef673a6fdd3f64c;dataset:f1d8d9e34c86d604e5a176b300b3ee6613446ec65ddfddf60f0a0d128ee0d25a;dataset:a8e4a9377a989985a38f4b14deebf21666b19255facac1c5c2742ed1b1d43ece;dataset:6235c04014ca24ee658a6b5e3cf71a79b4a11c8894780d85c905a2c3396b38fc","dataset:0bd7b74a571809d525b469527c576988a46d5a0e04a12728502014a7c2845245","18","1","多来源或计算线索","0375409082e4b0700c6ba9ac74e93f69b23dc8598b4ac0c7af44a551ed4e271b","读写为任务级观察；不将全部输入输出两两解释为因果"
"61655","PDATA_N.T04_OAS_USER_ADTNL_INFO_IOA004","中间加工待识别","未聚组","dataset:ffae0c8b94bcfecebb6a375f9fcc50f5edc0706472bba5e3dbc8978df0742198","dataset:7bd7115e1a02453f7db5827ae92c820d2a5dc8f020c2917a1230f7230880493a","1","1","未见复杂算子线索","432be54c52a5f79acced9740e60895f5c8e2ddd0a9d0e181aa277fae3dcd677b","读写为任务级观察；不将全部输入输出两两解释为因果"
"61660","PDATA_N.T04_USER_ADDR_H_IOA004","中间加工待识别","未聚组","dataset:ffae0c8b94bcfecebb6a375f9fcc50f5edc0706472bba5e3dbc8978df0742198;dataset:5c9ba619ca0176deacfcb7ee59cc05b0b5db3d9ccfec8d8501eeaf33024c23b7;dataset:5c2cb23b51d04a22298eac4ac0bc8fe99ab9c7fb1d34369e1d208d583cb6b417","dataset:19e174d2b7a471abf021abff54dec78af5c7a10cc175b999a0d2c43bae031649","3","1","多来源或计算线索","118738f7e72e6f4f8d80e4cdf9c725df2cff6f7cbd20fd591ce7bfea8db51f6c","读写为任务级观察；不将全部输入输出两两解释为因果"
"62525","PDATA_N.T99_RCC_SCR_GRP_REF_RCC221","中间加工待识别","未聚组","dataset:71971a99b87b0481d0a8790abc33720ffa263533e9b532f22e3efb5b53846140;dataset:0529c0ea718b20c605a09fe791507b5280d4959ad42f613c95fe16af17ae6310","dataset:1eb18218ce9620fcf5f765c33a6c2797e38610ae3bd8575a50a0b2fecf86f48d","2","1","多来源或计算线索","313fe24d1f4f3364bc3601c4e5581de668fe2c89276d450ffc4f5a57440ac5bc","读写为任务级观察；不将全部输入输出两两解释为因果"
"62543","PDATA_N.T99_RCC_BUSI_FLAG_REF","中间加工待识别","未聚组","dataset:4085974e3056b34464d101e6cec52779a93666c2b38b2f41df221d4057329f60","dataset:39c0e70b0ddcd865723236545c40524e930b9c32c3967211005b1689f2ab1968","1","1","未见复杂算子线索","3e296b72948c4bca45e7f2f4e795d34b516b25d61566282d15b1266cc30e58cc","读写为任务级观察；不将全部输入输出两两解释为因果"
"62548","PDATA_N.T99_TRD_CAL_REF_RCC182","中间加工待识别","未聚组","dataset:8f54d077503142a10a68af746c5827e1455698ad6695aa8243bfa83258364d2b;dataset:80e77dd15d66421283233c671e56420e23022daa4f47e28e6ff36bbd12027902;dataset:e3fb5fc9a470e4d6a83176f130286a3ad47b66652c3b551e6a40d6f8fd1495da","dataset:30a45da7fcbdb2d48cab3d0633a118bfbd9a81fe395bc3f35c8f3298e9b3e185","3","1","多来源或计算线索","4dc37ff72f7576b05c8cbf62aaddcfc8bde5e66ec82a8dd60cdf28444d7d7f6b","读写为任务级观察；不将全部输入输出两两解释为因果"
"62579","PDATA_N.T99_XIR_ACCT_PROP_REF_XIR165","中间加工待识别","未聚组","dataset:bfdeac124c628ff1ff043a7b35300de7a8029c5e68b15a77d72b6667ac7df0ad","dataset:d64347969bdc2584529b0c7db76f4ab14496b24637f75543e3a14eb81d6783ca","1","1","未见复杂算子线索","4f6ac6fef28cffc13fb719ab229d3a89006cf14c5c8b582713012c20eb3e0b7b","读写为任务级观察；不将全部输入输出两两解释为因果"
"62588","PDATA_N.T99_AMS_BUSI_FLAG_REF_TA5038","中间加工待识别","未聚组","dataset:d25ba4bf8f2cd93e97e92051d8052da65f1131a2aad1d1d2026a4e26efbd84c2","dataset:19758c22fdfca0d2f25bc9479e44686f4452109d0b6a6b49aa8a6ccdb9960bb1","1","1","未见复杂算子线索","2dc3f3dd48f927a7c5ccdf786eb2f17afe33ffd63ca3db91685693f8fb4fbae4","读写为任务级观察；不将全部输入输出两两解释为因果"
"62590","PDATA_N.T99_MARG_ASS_SCR_INFO_RCC155","中间加工待识别","未聚组","dataset:0113c70ae5c1d25872dfbf0d9c1b039c863c338957073bce429836ac35b8dcf0;dataset:71971a99b87b0481d0a8790abc33720ffa263533e9b532f22e3efb5b53846140","dataset:8e8764d89fecee9a972366051c509690af3c083ecae7ff906877283c198b88e5","2","1","多来源或计算线索","441078a6af672e5e19675c2b085d7bc39ca3aba8eee1b3a5c1cf7f5eee16aa00","读写为任务级观察；不将全部输入输出两两解释为因果"
"62593","PDATA_N.T99_MARG_UNDRL_SCR_INFO_RCC156","中间加工待识别","未聚组","dataset:4b496b3d08d078aeb0c416c6bde6d6c3f8c6cfee799407fa0d30deb50e2ba4f3;dataset:71971a99b87b0481d0a8790abc33720ffa263533e9b532f22e3efb5b53846140","dataset:9ad0acadd3a667c2248c0acef2c6c457488f26170ebeb93a85f1a357c290bc7c","2","1","多来源或计算线索","27d40beec3a62926efee9f21aedc59be2c1cab5946bcac3d0032b94db1515581","读写为任务级观察；不将全部输入输出两两解释为因果"
"62633","PDATA_N.REF_DW_CD_VAL_RCC067","中间加工待识别","未聚组","dataset:ff70d323c798c3f0bbc274b57007ac6aec1b3617173ef74080b88f544e62e261;dataset:cf5fab39217df6b71a889b7e4c49c74e1e64e888381ab3b2aed727c494db611d","dataset:41c79fc4d5f07e133e0cf614fabc864f4c5f7426d422ca1b3720572872dec951","2","1","多来源或计算线索","daf02b52d0ab9f17d79ff9081ea62d593e911614a5947f2ba48a6b9e6051a19a","读写为任务级观察；不将全部输入输出两两解释为因果"
"62891","PDATA_N.T08_GKS_CHAN_INFO_GKS030","中间加工待识别","K047","dataset:63624a79ab989410def21da7a2daf183e800751a3abee45f3c9241e59ddac2e5;dataset:a3a83bbea3f4e35c2fbaaa28f45037c3c0e99b0ba9f40cc9949d90f4f8ee26ea;dataset:7e9c74bf5ae1a2c3f93b7b2a9f5d1e5d4e2b4daf7fce8454e9374a9cf3fdbf6c;dataset:61e1bc06bf5807da2a106ab13fb8d8f7679de1477b5b81557aec32f5d535643f;dataset:26214d2e6eb87fe8dfb9615c76f91b94cb107d11dd84c551794f85b8baa2c766","dataset:8a949cfb1e61ccc870e85a5307b68d222a86fc12406f8e17833e0da715a6552a","5","1","多来源或计算线索","05dd93e05fa71d1026594dd30d48928dbd2575522c2fceb97f33d10e5845c2de","读写为任务级观察；不将全部输入输出两两解释为因果"
"62895","PDATA_N.T08_CRM_DVRS_CHAN_INFO_AUM082","中间加工待识别","K023","dataset:59f410e5aae36a1c373134b335045473e30a51f347fe1926710a22e0d8462045;dataset:7e9c74bf5ae1a2c3f93b7b2a9f5d1e5d4e2b4daf7fce8454e9374a9cf3fdbf6c;dataset:181d4160bb17d13474862bf00a561ac5e01ec04e96b8b0da732e1a7b84791a13;dataset:350ad54a3adf8eb51240dd41395e577cb24c95116168444caefe012de8d87df5","dataset:02ee06d7f6959350ae401cdf4c39dd0e2dd3bbc7abc4f3b25e988063a11e201f","4","1","多来源或计算线索","3a690d82a18411f6507e8058a9ee87469deb819fadbe599fe7d4604a815d83a9","读写为任务级观察；不将全部输入输出两两解释为因果"
"62908","PDATA_N.T08_GKS_CHAN_INFO_GKS034","中间加工待识别","K047","dataset:63624a79ab989410def21da7a2daf183e800751a3abee45f3c9241e59ddac2e5;dataset:a3a83bbea3f4e35c2fbaaa28f45037c3c0e99b0ba9f40cc9949d90f4f8ee26ea;dataset:7e9c74bf5ae1a2c3f93b7b2a9f5d1e5d4e2b4daf7fce8454e9374a9cf3fdbf6c;dataset:61e1bc06bf5807da2a106ab13fb8d8f7679de1477b5b81557aec32f5d535643f;dataset:26214d2e6eb87fe8dfb9615c76f91b94cb107d11dd84c551794f85b8baa2c766","dataset:8a949cfb1e61ccc870e85a5307b68d222a86fc12406f8e17833e0da715a6552a","5","1","多来源或计算线索","5e26a26b8eb6ba22e7208eb143a991b4ed245480b3bffd55cd000aa6e3bb5c4f","读写为任务级观察；不将全部输入输出两两解释为因果"
"62922","PDATA_N.T08_CRM_DVRS_CHAN_INFO_AUM098","中间加工待识别","K023","dataset:59f410e5aae36a1c373134b335045473e30a51f347fe1926710a22e0d8462045;dataset:7e9c74bf5ae1a2c3f93b7b2a9f5d1e5d4e2b4daf7fce8454e9374a9cf3fdbf6c;dataset:181d4160bb17d13474862bf00a561ac5e01ec04e96b8b0da732e1a7b84791a13;dataset:a3d4e81c330d13eeac900239ff5c541fdd4ecba937fefa0adfed4f4d0b7694c8","dataset:02ee06d7f6959350ae401cdf4c39dd0e2dd3bbc7abc4f3b25e988063a11e201f","4","1","多来源或计算线索","707c5a555f1d6fb788e53071d140e82fbc11ced49de0f1d582a31b63c10bbec0","读写为任务级观察；不将全部输入输出两两解释为因果"
